review,rating,category
"	3 kez alışveriş yaptım daha bugün teslim aldım 2. Kargomu ürün görseldeki ile alakasız geldi ilk Siparişimde de benzer sorunu yaşadım iki siparişim içinde degerlendirme yaptım yayınlanmadı ve fark ettim ki satılan ürün ile ilgili olumsuz değerlendirmeler teslim alındıktan sonra görünüyor gerçekten çok güzel bir organize site tasarlamışsınız HEPSİ BURADA sitesini tercih edicem artık kullanan sipariş veren arkadaşlarımdan bir tanesi şikayetçi olmadı daha TRENDYOL YETERİNCE DÜRÜST BİR KURULUŞ DEĞİL",1,user experience
"	Müşteri hizmetlerine asla ulaşılamıyor, iade ettiğim ürün arızalı olduğu halde geri geldi ve ortada muhatap olacak kimse yok.",1,user experience
"	Artık bu açık saçık saçma sapan reklamlarınızı yayinlamayinn aptal bir site",1,user experience
"	Daha kaç defa aldığım ürünlerde hayal kırıklığı yaşamam gerek ? Telefon kılıfı alırım rengi aşırı soluk gelir Kitap alırım kapağı ezilmiş gelir Kalemlik alırım kumaşı aşırı kalitesiz bı şey olarak gelir.",1,user experience
Trendyol diğer uygulamalar dan daha iyi görünüyor fakat çok eksiği var ve kendilerini daha iyi hale getirmeli....,2,ratings
Tavsiye ederim,2,ratings
...Kötü ... yemek siparisi vermek istedim fakat ben sakarya Akyazıda oturuyorum ama sadece İstanbul içine gonderiyorlar buyuzden...kötü...��,2,ratings
Fırsatları çok kötü Kapıda ödeme yok 2 yıldızı müşteri hizmetlerine verdim,2,ratings
Kargo firmaları hariç bütün hizmetler başarılı,2,ratings
Telefonuma gelen bu ürüne yorum yapın 5 tl kupon kazanın gibi bildirimlere yorum yapmama rağmen hiçbir zaman dönüt sağlanmıyor,2,bug report
Malesef urunler farkli sekilde sepete gecince pahalaniyor once boyle deyildi simdi butun urunler yuksek fiyatta kargo bedavaya dusuyor bir anda sistem deyistirdiler daha once tek alisveris yaptigim site'idi,2,bug report
Merhabalar. Trendyol uygulamasına mobil veri ile giriş yapabiliyorum fakat bu durum wifi bağlantım ile mümkün olmuyor. İnternet bağlantımda hiçbir sorun yok aynı zamanda Trendyolun sitesine tarayıcı ile erişebildiğimi de belirtmek isterim.,2,bug report
Hata veriyor,2,bug report
Güzel bir uygulama ama bir türlü hesap açamıyorum iki de bir şifreyi yapıyorum olmuyor ya bir sayı eksik diyo yada 7 ile 15 arasında olmalı diyor farkatmek ki bune böyle,2,bug report
Uygulamaniz donuyor hiç bir şekilde kullanmadım son zamanlarda sık oluyor DNS problemi gibi duruyor bence bir atın.,2,bug report
Sitede satis fiyati farkli gozukuyor sepete ekleyince fiyatlar bianda iki ye katlaniyor insani yaniltiyor.sozde uygun gozukuyor,2,bug report
Sornsz alışveriş yapabiliyorm .. ama bazı firmalarnz ve magzalarnz gorsele ücreti farkli koyup sepete ekledgnzde 2 katina cikariyor bilginize... Mesela ürün 99 TL sepete ekliyosnz 239 TL filan oluyo bu size olan güvenimizi sarsar bilin istedim ����‍♀️��,2,bug report
Uygulama fiyatları doğru göstermiyor bazen.sepetinizi onaylamadan önce mutlaka kendiniz de toplayın.,2,bug report
Artik giremiyorum trendyol durdu diyor siliyorum geri yukluyorum olnuyor nolur bir soyleyin napicam,2,bug report
Trendyol cğzdanı epin alışverişlerinde kullanamıyorum,2,bug report
"Son güncellemeden sonra uygulamada donma oluyor. Ya hiç açılmıyor bir süre sonra hata veriyor, ya da kullanırken donuyor. Ayrıca dün verdiğim siparişte sepette 3 ürün varken sadece 2 sinin ödemesini aldı. Diğer ürün saçma şekilde sepette kalmış iptal edip tekrar vemem gerekiyor. En kısa zamanda düzelir umarım.",2,bug report
Trendyola kartımdan para attım numaramı güncelleme me rağmen eski numarama sms yolluyor hallettim attı sandım gitmiş para trendyolda gözükmüyor kartimdada yok ne oldu bilmiyorum hala bekliyorum öne çıksın diye random cjjwkekwkfkekfkkejfkwkfkwkfkekfkwkowpqpflwkiqdodokxmsmfnwjdiwiwopdowkxjwnxkdkfkekfieiciwodowoppsoforkxkwmnfjwjdkqoqpspxmncnenavqvwhuwiwkdowodjwjdjwjjdjwkdowidoeodieidididi,2,bug report
indirim kuponu işe yaramaz her seferinde daha fazla çıkıyor hesap,2,bug report
Keşke kapıda ödeme olsaaa,2,feature request
Reklamdan tıkladığında direk ana sayfaya geçiyor ürüne gitmiyor,2,feature request
Ürünlerle ilgili olumsuz yorumlar yayınlanmıyor.bu sebepten hayal kirikligi yaşanabiliyor.(cvp veriyorum..hayir..olumsuz ürün denemelerimin yer aldigi hicbir yorum yayinlanmadi..saticiyla ilgili degildi..uzun suredir yorum yapmiyorum.. duzeldi mi de bilmiyorum..,2,feature request
Ürün bitince. Yerine para iade yerine değişik ürün gönderiliyor.j,2,feature request
Trendyol Elite için istenen şartlara bakınca verilen ayrıcalıklar ayrıcalık mi emin değilim Önceden 30 olan kargo ücretsiz fiyatı suan 50 bence daha uygun olmalıydı. Şartları zorlastirdiniz ona göre hediyeler verin ki elite üyeliğin artıları var diyelim,2,feature request
"Rakip firmalara göre çok eksiği var, görsellerle ürünler tutmuyor, çok fazla iptal ve iade ürün oluyor, kimisi gelmeden iptal edilmiş oluyor satıcı tarafından, indirim yapıp binlerce karttan para çekiliyor ama ürün gelmeden iptal edilip 10gün sonra para iade oluyor, Trendyol olarak Fatura olayını da halletmeliler, Tek kârları çok fazla reklam veriyor olmaları yoksa düzen ve kalite sorunlu",2,feature request
Tek bir kargo şirketiyle çalışsalar daha iyi olur. Bide toplu sipariş veriyorum. Ayrı ayrı geliyor bu çok can sıkıcı bir durum.,2,feature request
Kredi kartı için telefona onay kodu gelmeli.,2,feature request
"""Sepete Önceden Eklediklerim"" bölümündeki ürünleri silme seçeneğiniz yok. Bunun olmaması beni rahatsız ediyor. Güncelleme ile bu özelliği uygulamaya kazandırmanızı rica ediyorum.",2,feature request
Fazla firma olduğu için arada sahte ürün yollayan firmalar da var.Cok spam mesajı atılıyor ve ürün iptali olunca direk kredi kartına iade yapılmıyor daha çok ürün alalım diye cüzdana atıp para iadesini zorlaştırıyorlar.Klasik bir Çin firması,2,feature request
"Bu nedir ya... 50 TL üzeri geçmeden kargo ücreti. Öyle saçma fiyatlar varki 49,99 TL ye kargo ücreti. Her satıcıda ayrı kargo ücretlendirilmesi. Açıkçası ne ihtiyacımdan fazlasinı almaya niyetliyim nede ayrı ayrı kargo ücreti ödemeye. Başka yerden alırım...",2,feature request
Sipariş verirken uygulama şart değilse siparişi iptali içinde şart olmamalı üyelik şartı uygulama şartı gibi şeyler hiç hoş değil,2,feature request
Güzel bir alışveriş fakat kart ödeme değilde kapıda ödeme olması daha iyi olmazmi ya bu yüzden alışveriş yapamıyorum,2,feature request
Fırsatları çok kötü Kapıda ödeme yok 2 yıldızı müşteri hizmetlerine verdim,2,feature request
Satıcıların çoğu sahtekar ürün söylediğim ürününlerin hemen hemen yarısı hatalı ve saçma sapan şekilde geldi satıcılara biraz daha dikkat edilmeli,2,feature request
O kadar her kesin kullandığı dünyalarca satış yapılan bir uygulama ama ona rağmen kargo 12 tl. Daha küçük esnaflar bile kargo anlaşmaları 8 tl olanlar var. Kargo üzerindendemi milletten kazanmaya çalışyosunuz anlmadımki. Hepsiburda yı tercih ederim bunun yerine.,2,feature request
"12 ₺ kargo ücreti de el insaf be arkadaşım! Ayrıca eskiden bir firmanın kargosu ücretsiz olunca diğerine de yansıyordu şimdi hiç öyle bir şey yok! Bir kargo ücretsiz, diğerinde yoksa 12 ₺ yine bize giriyor! Çürüsün bu sisteminiz...",2,feature request
musteri temsilcisi olmamasi baska musteriler gibi benide bezdirdi,2,feature request
Satış sonrası oluşabilecek sorunlarda tüketici olarak muhattap bulamıyoruz sorunlu ürünleri iade ederken hep sıkıntı yasiyoruz,2,user experience
Kargo çok sorunlu ve iade koşulları zor müşteri hizmetleri çağrı merkezi ile görüşmek bir mucize.,2,user experience
Normalde gerçekten sevdiğim bir alışveriş sitesiydi. Fakat üründe bir adres değişikliği istediğimde(daha kargoya verilmeyen bir ürün) satıcı ile iletişime geçerekten adresi değiştiremediniz. İnanın ki güvenim sarsıldı. Bir de konuştuğunuzda ürünleri Trendyol güvencesi ile alıyorsunuz diyorsunuz fakat bir adres değişikliği için satıcı ile iletişime geçemiyorsunuz...,2,user experience
Gelen urunler hasarli yada hatali geliyor trendyol bu durumla ilgilenmiyor ve kargo ucretiniz cok fazla,2,user experience
Sıpor bandı aldım korgo tarafından yırtık geldi,2,user experience
"Sepette ürünün fiyatı farklı çıkıyor, ürünün ilk fiyatini alıyorsunuz, istediğiniz kampanyayı uyguluyorsunuz, ama ürünün fiyatından fazla çıkıyor. Bu da milleti kandırmanin başka bir yolu!!",2,user experience
Satılan ürünler görselinden farklı ürün geliyor,2,user experience
Sorun çözme konusunda çok zayıf ve müşteri temsilcisi hiç yardımcı olamıyor .yani sıkıntı yaşadığınîzda bi muhatap bulamıyorsunuz.,2,user experience
Evet trendyol iyi hoş bi uygulama ama iyice sinir bozucu olmaya başladı her dakka bildirim geliyo yok fırsat saatleri yok indirim kuponu bunları göze almak istiyosanız indirin...,2,user experience
Daha ne kadar bekleticeksiniz 8 gün oldu yeni geldi,2,user experience
"urak Solhan	Mc Donald's yok. Reklamlarında gelmiş diyordu ama Mc Donald's yok",2,user experience
Herşey çok zamları,2,user experience
Son iki siparişimde farklı ürün gonderiliyor o yuzden trendyol eskisi gibi değil satıcilar kafalarına göre takılıyor sanırsam derdininizi anlatacak bir yer bile yok,2,user experience
Satıcıların çoğu sahtekar ürün söylediğim ürününlerin hemen hemen yarısı hatalı ve saçma sapan şekilde geldi satıcılara biraz daha dikkat edilmeli,2,user experience
Şu süreçte trendyolda biraz zorlanmaya başladım,2,user experience
musteri temsilcisi olmamasi baska musteriler gibi benide bezdirdi,2,user experience
Niye 3 çünkü 5 lik bir alışveriş sitesi değilsiniz,3,ratings
Eh iste,3,ratings
Çok iyi :),3,ratings
Trendyolu herşeyi aynı anda bulabildiğim bir yer olduğu için seviyor ve tercih ediyorum fakat son zamanlarda özellikle dikkatimi çeken konu olan sahte ürünlere yeterli özenin gösterilmemesi ve engellemek için pek bir şey yapılmaması beni düşündürüyor ve bu durum güvenimi epey azaltıp rahatsız ediyor..,3,ratings
güzel ve kaliteli ve uygun fiyatlı baya bi ürün var tavsiye ederim,3,ratings
Sol vermiş olduğum sipariş çok hızlı udi ertesigun hemen elimdeydi çok hoşuma gitti hep böyle olmasını dilerim,3,ratings
Taksitlerde vade farkı alınması ve kargo bedeli yaygın şekilde alınması haricinde beğendiğim bir site,3,ratings
Şimdilik güzel,3,ratings
シ︎,3,ratings
Yani iyi,3,ratings
❤️,3,ratings
Trendyola kırgınım..daha once aldigim bir saat resmen kirli kullanilmis eskiydi iade ettim yorumum yayınlanmadı oysa baktımki ayni yorumlar vardı..onlar neden yayinlandi ..onun dışında genel olarak iyi dahaaaaaaa iyi olmaniz dilegiyle,3,ratings
Iyi,3,ratings
Uygulama güzel ancak herkes aynı haklardan istifade edemiyor etmek içinde herkesin aynı alım gücü yok malesef. Keşke herkes aynı indirim oranlarından vs istifade edebilmiş olsaydı.,3,ratings
Mükkemel,3,ratings
☆☆,3,ratings
����������������������,3,ratings
"uygulamayla ilgili yorumları okudum fakat anlatılanlar gibi bir şey başıma gelmedi hiç. trendyol milla başta olmak üzere bilindik markalardan alışveriş yapıyorum, daha önce bilmediğim bir markaysa da yorumlarını ve puanına bakarak alıyorum. hiçbir sorunla karşılaşmadım. iki puan kırma sebebim ise sorunla karşılaşma korkum. ürünle ilgili yorumları incelemeden ürün alamıyorum, gelecek üründen korkuyorum. gönül rahatlığıyla dolaşmak isterim sitede.",3,ratings
����,3,ratings
Super,3,ratings
Kısa sürede süper kalite,3,ratings
Güzel bir çalışma,3,ratings
Güzel,3,ratings
Güzel,3,ratings
Güzel,3,ratings
Güzel,3,ratings
Güzel,3,ratings
Güzel,3,ratings
Güzel,3,ratings
Çok güzel,3,ratings
Güzel bir uygulama,3,ratings
şuanlik cok guzel bir uygulama,3,ratings
Sürekli alışveriş yapan biriyim koleksiyon oluşturdum 28 kaydedilmeye rağmen 25 TL lik çek vermedi bu nedenle 3 yıldız,3,ratings
Genel olarak güzel,3,ratings
Guzil,3,ratings
Kullanışlı bir uygulama,3,ratings
"Uygulama üzerinden 2.el ürüne yanlışlıkla bakmayın sakın. Sürekli bildirim geliyor, indirimin var, yüzden var, kuponun var.. yahu yanlışlıkla baktım niyetim bile yok.. Onun dışında iyi",3,ratings
Eh işte,3,ratings
Ehhh,3,ratings
Normal,3,ratings
Ürün satın aldım hemen iptal ettim halde bakiyem eksik yüklendi ücreti tam olarak odermisiniz...rezalet!,3,ratings
Favorilerimdeki ürünler silinmiş sadece geçen ay favorilediklerim kalmış zaten Trendyola da bu yakışır,3,bug report
İade için talep veriyorum iadem kabul olmuyor bunun sebebini öğrenebilir miyim acaba,3,bug report
Daha çok gelişmesi lazim bazı hataları mevcut ürün sıralamada oluşan hatalar mevcut,3,bug report
hesabımla ilgili hicbir islem yapamıyorum 1 aydır Trendyoĺlllll,3,bug report
İndiremiyorum uygulamayı yardımcı olabilir misiniz? Bir sorun oluştu daha sonra tekrar deneyin diyor.,3,bug report
Sepeti onayladıktan sonra ürünlerin fıyatı düşüyor iade edeceğiniz zamanda düşmüş fiyat üzerinden iade yapılıyor yani durduk yere paranız gidiyo,3,bug report
Tek sıkıntısı ürünleri favoriledikten sonra fiyatları artıyor buna dikkat edilmesini Rıca ederim ��,3,bug report
Instagram üzerinden link bırakılınca trendyola giremiyorum. Trendyol uygulamasına güncelleme gelince güncelleyip giriyorum oluyor sonra tekrar giremiyorum güncelleme gelene kadar beklemem gerekiyor başka linklere girebiliyorum sadece Trendyol da oluyor bu sıkıntı bi ilgilenirseniz iyi olur,3,bug report
Alisveris yapamiyorum hata veriyor odeme yapilamadi diye,3,bug report
Sürekli alışveriş yapan biriyim koleksiyon oluşturdum 28 kaydedilmeye rağmen 25 TL lik çek vermedi bu nedenle 3 yıldız,3,bug report
internette sıkıntı yokken fotoğraflar gelmiyor düzeltin,3,bug report
Ürün satın aldım hemen iptal ettim halde bakiyem eksik yüklendi ücreti tam olarak odermisiniz...rezalet!,3,bug report
"Uygulamanın daha da geliştirilmesi gerekiyor, malum sahtekar bir site var para iadesi yapmayan, onun uygulaması tqtmşn edici. Ama siz para iadelerini düzgünce yapın da uygulamanızı böyle de kullanıtız biz. Teşekkürler",3,feature request
"Hangi kargonun getireceğini seçebilsek veya aldıktan sonra değil, ürünü alırken hangi kargo olduğunu görebilsek kargo sıkıntısı yaşanmaz.",3,feature request
Satıcılarınıza bu işi daha iyi yapmalarını sipariş aldıklarında ürünü hemen hazırlayıp kargoya vermelerini söyleyebilirsiniz. Bu sizin için'de bizim için'de daha iyi olur.saygılarımla..,3,feature request
Sordugum sorunun cevabını tekrar cevaplayamıyorum sorun nedir,3,feature request
Taksitlerde vade farkı alınması ve kargo bedeli yaygın şekilde alınması haricinde beğendiğim bir site,3,feature request
Kargo bedava olması için aynı satıcıdan ürün almak çok saçma belki beni istediğim şey başka bir yerde o satıcıda yok düzeltinsin bence farklı satıcılardan da aldığımız zaman kargo ücretsiz olsun.,3,feature request
"Yorumlarım bu zamana kadar gayet etkili oldu bu yüzden teşekkürler fakat şu indirim olayına el atmanız gerekmekte. İnsanlar artık eskisi gibi aptal değil özellikle büyük firmalar harici indirim zamanlarınızda fiyat arttırıp ,indirim gösteriyor.sürahi dün 109 liraydı şuan %35 indirime girmiş woaaaw 105 lira.bu saçmalığı kontrol altına almak size düşüyor bence.ki bi anlamı olsun yürüttüğünüz kampanyaların..! Sleppy ıslak mendiln64 tü yine %28 indirimle 64 lira ve fırsat ürünü gözüküyor.. ��pes",3,feature request
Kargo firma belirtilmeli ve seçenek sunulmalı. Kötü kargo firmalarına maruz kalıyoruz. Ürün açıklamaları yeterli olmuyor.,3,feature request
Elite olma şartlarının arttırılması ve ücretsiz kargo limitinin artmasıyla artık daha az tercih edeceğim.,3,feature request
Sürekli bildirim geliyor ve bildirimler kapatılmıyor yok sepetinde ürün kaldı yok şu ürün indirime girdi banane kardeş istediğimde giriyorum alıyorum ürünümü zaten. Bildirim kapatma özelliği gelmeli,3,feature request
Ürün gamı olarak ve indirim (sözde) dönemleri karmaşa çok fazla .,3,feature request
Güzel bi uygulama fakat bulunduğum bölgeye sadece ptt kargo geliyor ürün almak istediğimde hangi kargo ile çalıştıklarını yazmıyorlar lütfen hangi kargo getireceğini yazınız,3,feature request
Kargolar ucretsiz olursa daha da memnun oluruz,3,feature request
Çok güzel fakat kapıda ödeme yok yani kart olmadan alışveriş yapamazsınız.,3,feature request
"En çok sıkıntı çektiğim şey kargo fiyatları 10 tl ürün alacaksam bi 10 tl de kargo fiyatı ödüyorum ee ne anlamı kaldı Ya da 30 tl üzeri olan kargo bedava olan satıcı fiyatı 29.99 yapıyor.. bilmem şu kadarlık alışveriş yapınız. Diğer konu ise indirim günlerinde fiyatlar yükseltilip sonra indirim yapılıyor ve bazı ürünler asıl fiyatlarından daha pahalıya satılıyor. Onun haricinde güzel bir uygulama kullanım açısından, indirim kuponları, iade süreci ve çeşit çok",3,feature request
Ürünü teslim alana kadar ürün onayı butonu neden yok. Ürün teslim alınmadan para satıcıya aktarılması normalmi sizce. Gelen ürünü onayla butonundan sonra para satıcıya aktarılması gerekir,3,feature request
Uygun ürunler ve cesidi var ama biraz kargoya dikkat edilse daha iyi olur biraz gec geliyoda,3,feature request
Ücretin karttan onaysız direkt çekilmesi sorunu haricinde çok güzel uygulama. Çok alışveriş yapıyorum.,3,feature request
Görme engelli insanlar için pek erişilebilir bir uygulama değil lütfen bu konudaki sorunlar giderilsin.,3,feature request
DAHA FAZLA HEDİYE KUPON GÖNDEREBİLİRSİNİZ,3,feature request
Direk canlı muhattap yok o yüzden 3,3,feature request
Trendyol 'dan istenen Doğrulama Kodu işlemini yapamadım. Bu mecburi bir işlem mi ? Herkesin anlayacağı bir şeyler yapın. Bu gibi işlemler müşteri kaçırır. Bilin istedim. Ben zaten abonenizim. Selamlar.,3,feature request
Her istediğim rahatlıkla elime ulaşıyor seviyorum bu yöndeki güvenilir olmanızı. Fakat fiyatlarla çok oynama yapıyorsunuz indirim diye 3 5 hertürlü kâr ediyorsunuz geçen indirimde 85₺olan ürün bugünkü indirimde 107 ₺ olmamalı,3,feature request
Keşke her ürün için hangi kargo ile geleceği bilgisi de açıkça belirtilse. Her seferinde sormaktan bıktım. Bulunduğum yere her firma getirmiyor.,3,feature request
Önceleri güzel di sın 3 ayda anlaşma yapılan mağazalardan kalitesiz merdiven altı ürünler geliyor iade işlemleri ya kabyl edilmiyor yada kavga döğüş işlem yapılıyor burada bozolmaya başladı,3,feature request
kapıda ödeme olsa 5 yıldız vercektim ama 3 yıldız verdim,3,feature request
Trendyol hızlı marketde alışverişinizi yapıp teslim aldıktan sonra hemen en az iki üç TL fiyat fazlası mesajı alıyorsunuz.artik market alışverişi yapmayı düşünüyorum.sebep sorduğunuzda indirim oranlarındaki hesap farkı falan filan.hepsiexpres ürün alternatifi fiyat farkı hesap yanlışlığı gibi durumlarda teslimattan önce arayıp onay alıyor mantıklı olduğu üzere...,3,feature request
Kargonun ucretli olması ve elite limitinin arttırılmış olmasindan kırdım yıldızları. Bu kadar çok tercih edilen bir alışveriş sitesi olduğu halde kargo ucretleri bir çok ürünün avantaj indirimini onemsizlestiryor.,3,feature request
Ürünlere daha detaylı fotoğraf ve açıklama olmalı,3,feature request
Ucretsiz kargo limiti çok yüksek,3,feature request
"Trendyol güzel. Aradığımız herseyi bulabiliyoruz ama her ürün için ayrı kargo ücreti çıkıyor. Hadi bir satıcı firmadan alalım diyoruz bu kez de her aradığımız o satıcı da bulamıyoruz. Hepsi tek kargo da çıksa, yada toplam ücrete göre kargo ücreti belirlense..daha çok tercih sebebi olurdu",3,feature request
Gün geçtikçe elit olma şartlarını ağırlaştırıyorsunuz. Bu durum pek hoşuma gitmiyor.,3,feature request
"Uygulama önceleri çok iyi idi bu aralar pazarcı esnafına döndü. Trendyolun platform olarak mağaza sahiplerini daha sıkı denetlemesi lazım. İnsanların güvenle alışveriş yapabildikleri bir platforma dönüşmesi lazım. Trendyolun aldığım ürün kaliteli mi, acaba sahte çıkar mı tekrar sorunsuz bir şekilde iade edebilir miyim gibi kaygıları olmadan alışveriş yapacakları bir platforma dönüşmesi lazım.",3,feature request
Kargoları üründen daha pahalı olması çok komik ya,3,feature request
İndirim oranları diğer sitelere oranla daha iyi ancak alacağım bilgisayarın fiyatı kartın limitinin üstüne çıktığı için ürünü alamadım bu yüzden çoklu ödeme yöntemi olsa çok daha iyi olur.,3,feature request
Buraya yazılanlar ne kadar dikkate alınıyor bilmiyorum ama trendyol olarak ödeme seçenekleri artirilmali N11 deki sekilde paycell ödeme yöntemi faturaya ek ödeme yöntemi getirilmeli,3,feature request
Aslında Trendyol u çok beğeniyorum ama ürünlerin fiyatları sepete eklerken uygunken siparişi onaylayacagim zaman artıyor .Bu durumdan dolayı şikayetçiyim Bedenden dolayı diyecek olursanız sepete eklemeden önce fiyat güncellemesi yapılması gerekiyor .Çok fazla ürün çeşidinde bu sorunu yaşadım,3,feature request
Soru sor dışında ürün hakkında bi şikayeti belli edemiyoruz onda da soru görülmeyince kabul etmiyo zaten düzenleme yapılsın,3,feature request
Kargo ucreti olmasa cok iyi olurdu,3,feature request
Malesef geciken ürünler veya i adede sorunu yaşama gibi durumları çözememeniz büyük sıkıntı. Buda puanı düşürüyor.,3,feature request
Daha uygun fiyatlar olursa daha güzel olur,3,feature request
Kargo 50 TL üzeri bedava geri 30 TL yapın Kargo ücreti 12 TL olmuş,3,feature request
İkidir fatura farklı adresi seçince kargolarım yanlış yere ya da fatura hediye aldığım kişiye gitti. Çok sinir bozucu. Üstelik o kargoya ihtiyacım vardı.,3,user experience
çok alışveriş yapıyordum ama heryerde olan aşırı reklamlardan dolayı azaltmaya karar verdim hatta verdik,3,user experience
Sol vermiş olduğum sipariş çok hızlı udi ertesigun hemen elimdeydi çok hoşuma gitti hep böyle olmasını dilerim,3,user experience
Çok karışık,3,user experience
"En çok sıkıntı çektiğim şey kargo fiyatları 10 tl ürün alacaksam bi 10 tl de kargo fiyatı ödüyorum ee ne anlamı kaldı Ya da 30 tl üzeri olan kargo bedava olan satıcı fiyatı 29.99 yapıyor.. bilmem şu kadarlık alışveriş yapınız. Diğer konu ise indirim günlerinde fiyatlar yükseltilip sonra indirim yapılıyor ve bazı ürünler asıl fiyatlarından daha pahalıya satılıyor. Onun haricinde güzel bir uygulama kullanım açısından, indirim kuponları, iade süreci ve çeşit çok",3,user experience
Ups kargoyla bir sorun yaşıyorum çözüm için size ulaşmak istiyorum ama trendyol müşteri hizmetlerine ulaşamıyorum,3,user experience
Genel olarak kullandığım bir uygulama ama en son kaç ay önce bir satıcıdan ürünüm istediğim gibi gelmedi ve iade ettim ama kargo ücretini kesip paramı öyle iade ettiler müşteri hizmetleri ile görüştüm fakat mantıklı ve olumlu bir cevap alamadım maalesef güvenim kırıldı ve bir daha da sipariş vermedim etik olmaz belki ama ben Amazon kadar müşteri memnuniyeti düşünen bir uygulama görmedim gerçekten helal olsun,3,user experience
İade sıkıntı oluyor,3,user experience
5 gun once sipariş ettiğim kulaklikla ses topu daha 1 saat once yola çikti pişmanim ama güzel,3,user experience
Her istediğim rahatlıkla elime ulaşıyor seviyorum bu yöndeki güvenilir olmanızı. Fakat fiyatlarla çok oynama yapıyorsunuz indirim diye 3 5 hertürlü kâr ediyorsunuz geçen indirimde 85₺olan ürün bugünkü indirimde 107 ₺ olmamalı,3,user experience
"En güvenilir online alışveriş sitesi Edit: 29.05.2021 Uygulama iade ve bilgi mahremiyeti konusunda aynı performansını sürdürürken indirimler konusunda hiç iyi bir performans sergilemiyor. İki dakika içinde ürüne zam gelip yarım saat sonra fiyatı düşebiliyor. Borsa gibi anlayacağınız. Trendyol yemek konusuna gelince; Yirmi lira indirim var deniliyor. Normal şartlarda dışarda yediğim aynı yemeğin fiyatı yirmi lira zamlı olarak satışa sunuluyor. Bu indirim değil, göz boyamaktır.",3,user experience
Önceleri güzel di sın 3 ayda anlaşma yapılan mağazalardan kalitesiz merdiven altı ürünler geliyor iade işlemleri ya kabyl edilmiyor yada kavga döğüş işlem yapılıyor burada bozolmaya başladı,3,user experience
Şimdiye kadar aldığım ürünlerde bir sıkıntı çıkmadı zaten elektironik gibi ağır eşyalar almadım kimsenin almasını da tavsiye etmiyorum iki yıldız kirmamin sebebide kız kardeşim 2 binliraya yakın ütü aldı bozuk çıktı iade edemiyor firma sıkıntı çıkarıyor üstelik tefal gibi bir firma kız iki haftadır rezil oldu ama halen sorunu çözülmedi o yüzden dir ki internet ten bu tür siparişler vermeyin. Verirsenizde gelen ürünün ambalajina kesinlikle zarar vermeyin,3,user experience
Guzel bir uygulama musteriyi dusunen sadece kargo gec geliyor bundan puan kirdim,3,user experience
Biraz karmasik,3,user experience
Trendyolu herşeyi aynı anda bulabildiğim bir yer olduğu için seviyor ve tercih ediyorum fakat son zamanlarda özellikle dikkatimi çeken konu olan sahte ürünlere yeterli özenin gösterilmemesi ve engellemek için pek bir şey yapılmaması beni düşündürüyor ve bu durum güvenimi epey azaltıp rahatsız ediyor..,3,user experience
Akilli saat aldim ilgilenilmedi,3,user experience
İade sürecinde hiç bir sorun yaşamadan paramızı geri alıyoruz insan güven duyuyor.,3,user experience
Trendyola kırgınım..daha once aldigim bir saat resmen kirli kullanilmis eskiydi iade ettim yorumum yayınlanmadı oysa baktımki ayni yorumlar vardı..onlar neden yayinlandi ..onun dışında genel olarak iyi dahaaaaaaa iyi olmaniz dilegiyle,3,user experience
"Genelde ürünlerim güzel paketlenmiş olarak teslim edildi.Kirli sepeti köşesinden kırılmış durumda, kullanımı etkilemeyeceğini düşündüm iade etmedim.",3,user experience
Direk canlı muhattap yok o yüzden 3,3,user experience
Trendyoldan yapmış olduğum alışverişlerde genelde sıkıntı yaşıyorum ürünler arızalı yada fatura ve garanti belgesi eksik geliyor,3,user experience
Çok fazla bildirim gönderiyon be trendyol,3,user experience
Aslinda kullanmaktan zevk aldığım surekli alışveriş yaptığım bi uygulama lakin son aldığım üründe 48 adet yazmasına rağmen 1 tane ürün elime ulaşmış olması ve yanlislik olmus diye saçma bi mail yollanmasi hoş olmadı,3,user experience
Büyük indirim diye günlerce haykirdiginiz indirim günleri ve ihtiyaç bile olmayan ürünlerle dolu.hayal kırıklığısınız.yine de iyi çalışmalar.,3,user experience
bazı ürünleri mağazadan çok daha yüksek fiyatlar çekiliyor..,3,user experience
Kargoları üründen daha pahalı olması çok komik ya,3,user experience
O kadar alışveriş yapıyorum.Puan kazanamıyorum,3,user experience
İndirim oranları diğer sitelere oranla daha iyi ancak alacağım bilgisayarın fiyatı kartın limitinin üstüne çıktığı için ürünü alamadım bu yüzden çoklu ödeme yöntemi olsa çok daha iyi olur.,3,user experience
Sizden en az 20 adet urun almis birisi olarak yaziyorum. Bu kadarda reklâm olmaz. ASTİ deki yolcu kapma savaşı veren cigirtkanlar gibisiniz. Yeter artık ya Sizin reklamlarinizi görünce midem bulaniyor artık ...,3,user experience
Aslında Trendyol u çok beğeniyorum ama ürünlerin fiyatları sepete eklerken uygunken siparişi onaylayacagim zaman artıyor .Bu durumdan dolayı şikayetçiyim Bedenden dolayı diyecek olursanız sepete eklemeden önce fiyat güncellemesi yapılması gerekiyor .Çok fazla ürün çeşidinde bu sorunu yaşadım,3,user experience
"Uygulama üzerinden 2.el ürüne yanlışlıkla bakmayın sakın. Sürekli bildirim geliyor, indirimin var, yüzden var, kuponun var.. yahu yanlışlıkla baktım niyetim bile yok.. Onun dışında iyi",3,user experience
